Date,Year,Quarter,Month,Company,Industry,Region,Revenue,COGS,Operating Expenses,Gross Profit,Tax,Net Profit,Current Assets,Fixed Assets,Total Assets,Current Liabilities,Long-term Debt,Total Liabilities,Equity,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Net Cash Flow
05-04-2025,2025,Q2,April,Vertex Ltd,Finance,West,111302,69678,20968,41624,4131,16525,213937,583494,797431,175587,115583,291170,506261,5108,-44019,39282,371
18-01-2025,2025,Q1,January,Vertex Ltd,Healthcare,South,186336,117473,22390,68863,9294,37179,343062,496845,839907,99660,229532,329192,510715,26023,-77874,31070,-20781
08-04-2025,2025,Q2,April,Alpha Corp,IT,North,482805,329932,88453,152873,12884,51536,250856,300530,551386,92839,84446,177285,374101,62750,-95858,-36543,-69651
02-12-2024,2024,Q4,December,Vertex Ltd,Healthcare,North,329414,187360,54588,142054,17493,69973,126503,322551,449054,208145,120819,328964,120090,51771,-80448,66073,37396
15-05-2024,2024,Q2,May,Nova Ltd,Healthcare,North,522646,251328,93148,271318,35634,142536,433997,729207,1163204,204123,133677,337800,825404,158249,-58338,-12801,87110
07-09-2025,2025,Q3,September,Vertex Ltd,Healthcare,East,314659,208978,55090,105681,10118,40473,481081,401899,882980,92395,150417,242812,640168,31777,-84262,-19527,-72012
06-02-2024,2024,Q1,February,Alpha Corp,IT,South,436017,266267,68829,169750,20184,80737,112154,830698,942852,182625,75468,258093,684759,74153,-69146,-47587,-42580
18-04-2024,2024,Q2,April,Nova Ltd,IT,East,821469,398587,148191,422882,54938,219753,327872,403560,731432,210794,299544,510338,221094,213971,-86067,31156,159060
21-10-2025,2025,Q4,October,Alpha Corp,Finance,South,242455,154123,36066,88332,10453,41813,136655,461225,597880,72676,223134,295810,302070,27809,-55328,61162,33643
04-08-2025,2025,Q3,August,Vertex Ltd,IT,North,414700,241251,56346,173449,23420,93683,431410,452610,884020,71207,102331,173538,710482,107590,-59272,22485,70803
25-04-2024,2024,Q2,April,Vertex Ltd,Healthcare,West,339638,179069,47764,160569,22561,90244,482095,808949,1291044,166217,128973,295190,995854,90022,-20902,6402,75522
23-07-2025,2025,Q3,July,Zenith Inc,Finance,North,457787,236022,78901,221765,28572,114292,260132,675410,935542,127967,268072,396039,539503,113909,-25584,75410,163735
16-03-2025,2025,Q1,March,Nova Ltd,IT,North,938450,438470,97015,499980,80593,322372,341944,568002,909946,199447,227960,427407,482539,330819,-52332,69200,347687
16-07-2025,2025,Q3,July,Nova Ltd,Finance,East,764612,403435,136310,361177,44973,179894,342359,295532,637891,205391,87505,292896,344995,188432,-28534,65095,224993
21-08-2025,2025,Q3,August,Nova Ltd,Healthcare,South,154189,89304,21472,64885,8682,34731,177221,293240,470461,150880,243869,394749,75712,25826,-22600,-13487,-10261
15-04-2025,2025,Q2,April,Prime Pvt,Healthcare,West,807099,374621,88777,432478,68740,274961,326253,392517,718770,239555,195624,435179,283591,269860,-88601,-23026,158233
14-03-2025,2025,Q1,March,Prime Pvt,Healthcare,South,879420,465182,169083,414238,49031,196124,244622,546854,791476,145008,285924,430932,360544,188449,-14410,45361,219400
12-01-2024,2024,Q1,January,Zenith Inc,IT,West,737377,368966,146020,368411,44478,177913,346411,414690,761101,220569,96083,316652,444449,181591,-16129,-21810,143652
20-11-2024,2024,Q4,November,Prime Pvt,Retail,East,807492,537648,149038,269844,24161,96645,198454,388868,587322,148275,83846,232121,355201,108850,-88528,-23868,-3546
26-02-2024,2024,Q1,February,Vertex Ltd,Finance,South,390462,194715,63846,195747,26380,105521,293274,651765,945039,101611,100180,201791,743248,125119,-56649,20017,88487
13-07-2025,2025,Q3,July,Zenith Inc,Finance,East,356881,198992,37183,157889,24141,96565,179221,203156,382377,131383,241964,373347,9030,93337,-95598,37646,35385
15-10-2025,2025,Q4,October,Vertex Ltd,Finance,North,448627,310270,77752,138357,12121,48484,427033,507018,934051,144015,207127,351142,582909,64873,-20823,57322,101372
27-01-2024,2024,Q1,January,Zenith Inc,Finance,South,381535,235021,73780,146514,14546,58188,263295,836582,1099877,195310,257089,452399,647478,46910,-29192,25701,43419
08-04-2024,2024,Q2,April,Vertex Ltd,IT,North,257076,134389,25738,122687,19389,77560,489946,221998,711944,203179,203117,406296,305648,73873,-21069,-23233,29571
03-06-2024,2024,Q2,June,Prime Pvt,Retail,North,602539,385796,76533,216743,28042,112168,175941,826997,1002938,232307,71447,303754,699184,106593,-14038,74833,167388
12-10-2025,2025,Q4,October,Nova Ltd,Healthcare,North,347374,196976,42085,150398,21662,86651,230954,497727,728681,83178,257635,340813,387868,86665,-75626,52923,63962
30-07-2025,2025,Q3,July,Zenith Inc,IT,West,355658,200308,60193,155350,19031,76126,284200,867834,1152034,114072,78616,192688,959346,88532,-49086,-11275,28171
12-11-2024,2024,Q4,November,Alpha Corp,Finance,West,545017,267605,68130,277412,41856,167426,183435,271728,455163,224440,284022,508462,-53299,153616,-29957,-11018,112641
19-09-2025,2025,Q3,September,Alpha Corp,IT,West,715499,429395,86752,286104,39870,159482,227714,835321,1063035,244846,198401,443247,619788,178329,-52438,56219,182110
04-05-2025,2025,Q2,May,Zenith Inc,Retail,West,672627,339736,75467,332891,51484,205940,387834,328411,716245,246757,249004,495761,220484,192906,-16112,49708,226502
14-03-2025,2025,Q1,March,Alpha Corp,Retail,North,647813,450710,129055,197103,13609,54439,224898,410455,635353,156397,62022,218419,416934,43149,-91659,-47524,-96034
12-10-2024,2024,Q4,October,Nova Ltd,Retail,North,455217,312046,74296,143171,13775,55100,120971,204442,325413,141051,60154,201205,124208,74346,-21465,66497,119378
14-11-2025,2025,Q4,November,Vertex Ltd,Healthcare,South,724152,309400,108003,414752,61349,245400,490608,894365,1384973,194252,242771,437023,947950,262759,-62968,67699,267490
19-06-2024,2024,Q2,June,Nova Ltd,Retail,East,634996,382298,94841,252698,31571,126286,441435,439055,880490,102964,239478,342442,538048,142436,-82685,-39625,20126
25-08-2024,2024,Q3,August,Zenith Inc,Finance,South,941890,651711,172065,290179,23622,94492,497949,448568,946517,235425,150953,386378,560139,108788,-14181,19736,114343
10-03-2024,2024,Q1,March,Vertex Ltd,Healthcare,West,829408,441178,156267,388230,46392,185571,470019,334461,804480,247119,167210,414329,390151,189721,-22023,5339,173037
17-11-2025,2025,Q4,November,Alpha Corp,Retail,North,458671,203563,80330,255108,34955,139823,438187,759068,1197255,82552,279386,361938,835317,129126,-40520,4182,92788
26-10-2025,2025,Q4,October,Zenith Inc,Retail,South,956137,420435,100339,535702,87072,348291,357650,606964,964614,247138,190847,437985,526629,363961,-92327,-37093,234541
20-05-2024,2024,Q2,May,Nova Ltd,Finance,West,225037,144645,34444,80392,9189,36759,298159,571959,870118,140541,221759,362300,507818,48397,-19953,60741,89185
06-03-2025,2025,Q1,March,Alpha Corp,Retail,South,963869,534534,134339,429335,58999,235997,188962,297507,486469,166201,198731,364932,121537,245359,-43896,40292,241755
17-07-2025,2025,Q3,July,Prime Pvt,IT,North,790468,316469,106273,473999,73545,294181,141309,239325,380634,193714,299016,492730,-112096,284239,-24014,10976,271201
15-10-2025,2025,Q4,October,Zenith Inc,Retail,North,951629,596286,171072,355343,36854,147417,462390,279917,742307,166331,191293,357624,384683,129107,-26568,38269,140808
16-10-2024,2024,Q4,October,Prime Pvt,Healthcare,North,712069,430209,77349,281860,40902,163609,401529,562976,964505,87767,210740,298507,665998,167472,-97138,73040,143374
28-06-2024,2024,Q2,June,Zenith Inc,Retail,East,731208,309000,124929,422208,59455,237824,141709,426185,567894,86054,111276,197330,370564,252777,-89252,-18661,144864
13-02-2025,2025,Q1,February,Vertex Ltd,IT,East,444477,227953,66747,216524,29955,119822,489559,829654,1319213,102497,145617,248114,1071099,124972,-35719,78729,167982
07-08-2024,2024,Q3,August,Prime Pvt,IT,West,471143,318686,74784,152457,15534,62139,346877,812300,1159177,126985,248953,375938,783239,60661,-16075,73353,117939
20-10-2025,2025,Q4,October,Vertex Ltd,Finance,North,180222,89155,30839,91067,12045,48183,459290,852999,1312289,188842,194285,383127,929162,55327,-88325,8378,-24620
29-08-2024,2024,Q3,August,Vertex Ltd,Finance,West,430563,209952,74379,220611,29246,116986,445601,416356,861957,192751,248425,441176,420781,116820,-44535,-30395,41890
28-09-2024,2024,Q3,September,Prime Pvt,Healthcare,West,730030,422793,86963,307237,44054,176220,395024,862802,1257826,157739,70805,228544,1029282,161087,-94821,-6263,60003
24-09-2025,2025,Q3,September,Prime Pvt,Healthcare,North,505092,232171,77411,272921,39102,156408,212530,331157,543687,210498,96153,306651,237036,151031,-80839,-4381,65811
11-12-2025,2025,Q4,December,Vertex Ltd,Healthcare,West,164288,95386,31702,68902,7440,29760,483377,364742,848119,93900,200683,294583,553536,36311,-71201,-32036,-66926
25-09-2024,2024,Q3,September,Prime Pvt,Healthcare,West,413320,231320,63737,182000,23652,94611,432214,669415,1101629,82138,277944,360082,741547,109285,-37989,73735,145031
10-11-2025,2025,Q4,November,Vertex Ltd,Finance,East,332307,143453,50581,188854,27654,110619,261041,400455,661496,119660,117057,236717,424779,128012,-88221,56115,95906
13-04-2024,2024,Q2,April,Vertex Ltd,Healthcare,East,157988,82857,24292,75131,10167,40672,219078,307766,526844,238187,207549,445736,81108,60017,-67288,73460,66189
14-04-2025,2025,Q2,April,Alpha Corp,IT,South,341096,236188,59142,104908,9153,36613,300209,737499,1037708,176139,124345,300484,737224,37263,-11238,18685,44710
14-06-2025,2025,Q2,June,Prime Pvt,Healthcare,East,664572,451762,79668,212810,26628,106514,177777,456789,634566,127035,180490,307525,327041,118113,-73267,8496,53342
11-12-2024,2024,Q4,December,Zenith Inc,Finance,South,678874,383880,96328,294994,39733,158933,309379,488278,797657,248170,96906,345076,452581,151933,-95062,-37344,19527
11-01-2024,2024,Q1,January,Alpha Corp,Retail,East,247711,145123,45140,102588,11489,45959,392962,261483,654445,216965,90780,307745,346700,27723,-91303,-41471,-105051
18-03-2025,2025,Q1,March,Vertex Ltd,Healthcare,East,149699,80735,25272,68964,8738,34954,117550,310438,427988,220350,154103,374453,53535,39091,-81788,61458,18761
06-11-2025,2025,Q4,November,Prime Pvt,Finance,West,302919,148648,53942,154271,20065,80264,126503,570984,697487,82398,251190,333588,363899,85881,-82333,33141,36689
01-06-2024,2024,Q2,June,Vertex Ltd,Retail,East,848121,380277,90575,467844,75453,301816,476697,212534,689231,167906,278527,446433,242798,304509,-68464,-3185,232860
12-07-2024,2024,Q3,July,Alpha Corp,Healthcare,East,203665,92397,36527,111268,14948,59793,482488,331881,814369,117717,180423,298140,516229,66253,-66296,9953,9910
11-08-2025,2025,Q3,August,Nova Ltd,Finance,North,421071,189357,68127,231714,32717,130870,222544,321995,544539,124831,249851,374682,169857,113233,-51851,-8576,52806
02-02-2025,2025,Q1,February,Zenith Inc,Healthcare,North,721820,479453,134936,242367,21486,85945,157722,790997,948719,51593,215824,267417,681302,66053,-48063,-44874,-26884
11-06-2025,2025,Q2,June,Alpha Corp,IT,North,464254,267071,72679,197183,24900,99604,491672,517444,1009116,138425,287544,425969,583147,109350,-92858,29487,45979
10-04-2024,2024,Q2,April,Alpha Corp,IT,West,422664,194723,53825,227941,34823,139293,444540,394558,839098,74298,268876,343174,495924,146137,-65027,24683,105793
20-05-2024,2024,Q2,May,Zenith Inc,Finance,North,835135,425299,89052,409836,64156,256628,201047,640371,841418,134531,62281,196812,644606,259315,-71174,50493,238634
01-04-2025,2025,Q2,April,Alpha Corp,Retail,East,634080,362685,95670,271395,35145,140580,477886,496739,974625,222566,177327,399893,574732,133056,-57933,45523,120646
26-01-2024,2024,Q1,January,Prime Pvt,IT,East,537696,347540,77463,190156,22538,90155,397141,433348,830489,64908,288693,353601,476888,87263,-58987,31705,59981
12-11-2024,2024,Q4,November,Alpha Corp,Healthcare,West,230399,154038,33071,76361,8658,34632,206543,503624,710167,79664,264106,343770,366397,42704,-11578,55861,86987
17-03-2024,2024,Q1,March,Vertex Ltd,Healthcare,East,753520,383051,137425,370469,46608,186436,403070,206720,609790,124283,253237,377520,232270,178823,-83531,19458,114750
06-08-2025,2025,Q3,August,Zenith Inc,Finance,East,588177,328272,107553,259905,30470,121882,290043,390816,680859,222812,254107,476919,203940,102097,-25865,2820,79052
06-05-2025,2025,Q2,May,Zenith Inc,IT,East,985463,508885,143545,476578,66606,266427,308503,553165,861668,105803,273145,378948,482720,249263,-74417,41639,216485
24-07-2024,2024,Q3,July,Nova Ltd,Retail,West,563657,392242,108267,171415,12629,50519,435744,270349,706093,228307,274929,503236,202857,50652,-35735,34089,49006
16-10-2024,2024,Q4,October,Vertex Ltd,Finance,East,148423,67582,17544,80841,12659,50638,306832,370450,677282,163296,281253,444549,232733,39633,-34643,-44207,-39217
09-08-2024,2024,Q3,August,Alpha Corp,Retail,West,656210,303944,104506,352266,49552,198208,348277,557745,906022,127492,152876,280368,625654,207461,-90068,62823,180216
06-10-2024,2024,Q4,October,Prime Pvt,Retail,West,255390,148776,32196,106614,14883,59535,346465,266594,613059,245102,173165,418267,194792,75748,-35062,45044,85730
13-09-2024,2024,Q3,September,Zenith Inc,Healthcare,South,447144,218087,73226,229057,31166,124665,444558,594705,1039263,155622,94570,250192,789071,140645,-42076,5403,103972
12-09-2025,2025,Q3,September,Nova Ltd,Healthcare,East,723084,390658,93870,332426,47711,190845,167029,432313,599342,96182,207656,303838,295504,176256,-85555,-16862,73839
04-06-2025,2025,Q2,June,Prime Pvt,Healthcare,East,442447,273631,50977,168816,23567,94272,171874,204895,376769,160747,64974,225721,151048,80045,-46948,32127,65224
26-07-2025,2025,Q3,July,Prime Pvt,IT,West,149288,97662,22000,51626,5925,23701,166918,362943,529861,183196,279515,462711,67150,24767,-21559,52219,55427
07-08-2024,2024,Q3,August,Zenith Inc,Retail,East,519917,222533,100711,297384,39334,157339,187676,452150,639826,89438,111531,200969,438857,154264,-43161,-22190,88913
28-07-2025,2025,Q3,July,Vertex Ltd,Retail,West,560239,380330,82773,179909,19427,77709,262302,899422,1161724,131549,131469,263018,898706,90841,-53982,40850,77709
24-11-2024,2024,Q4,November,Vertex Ltd,Finance,West,633856,383086,66403,250770,36873,147494,294836,803049,1097885,176750,226513,403263,694622,135380,-82946,11751,64185
11-03-2024,2024,Q1,March,Prime Pvt,Retail,North,220143,149830,33657,70313,7331,29325,246521,677029,923550,82458,138736,221194,702356,39440,-94840,12200,-43200
15-09-2024,2024,Q3,September,Zenith Inc,Finance,East,112803,49961,15931,62842,9382,37529,485698,332136,817834,116780,130771,247551,570283,52579,-67809,-45949,-61179
28-05-2024,2024,Q2,May,Prime Pvt,Healthcare,West,843666,495689,96463,347977,50302,201212,353709,202932,556641,109634,172637,282271,274370,194016,-59762,-38187,96067
30-05-2024,2024,Q2,May,Vertex Ltd,Healthcare,East,552742,303752,96037,248990,30590,122363,146647,882806,1029453,152285,121307,273592,755861,134806,-60832,-39923,34051
25-04-2025,2025,Q2,April,Prime Pvt,Healthcare,East,274134,150788,31855,123346,18298,73193,207647,860893,1068540,77833,225089,302922,765618,67364,-52619,10887,25632
02-12-2024,2024,Q4,December,Zenith Inc,IT,North,619646,256933,73769,362713,57788,231156,415603,563533,979136,152572,278247,430819,548317,211364,-10862,-14510,185992
24-08-2024,2024,Q3,August,Alpha Corp,Finance,West,332178,158724,53583,173454,23974,95897,294667,507438,802105,205950,250974,456924,345181,100158,-21014,49530,128674
27-05-2025,2025,Q2,May,Vertex Ltd,IT,East,213070,106821,36897,106249,13870,55482,396746,826470,1223216,102153,286552,388705,834511,48981,-82328,-11142,-44489
24-03-2024,2024,Q1,March,Zenith Inc,Finance,East,176949,106534,19270,70415,10229,40916,378069,338258,716327,181126,77579,258705,457622,33052,-18215,18838,33675
30-04-2025,2025,Q2,April,Zenith Inc,Finance,South,729278,301852,75695,427426,70346,281385,317413,450209,767622,197068,193965,391033,376589,276092,-35317,3093,243868
18-03-2025,2025,Q1,March,Zenith Inc,IT,South,959138,593576,96718,365562,53768,215076,286083,203794,489877,134474,108473,242947,246930,231461,-42801,51525,240185
04-10-2024,2024,Q4,October,Prime Pvt,Finance,East,630134,283440,65469,346694,56245,224980,476761,752814,1229575,142953,71826,214779,1014796,243392,-10626,-11500,221266
10-12-2024,2024,Q4,December,Prime Pvt,Retail,East,502127,267416,69414,234711,33059,132238,161567,324632,486199,199382,208690,408072,78127,119023,-86281,42295,75037
11-04-2024,2024,Q2,April,Zenith Inc,Finance,East,494019,326757,81957,167262,17061,68244,476044,213602,689646,125494,193324,318818,370828,82542,-52583,-21389,8570
21-04-2025,2025,Q2,April,Alpha Corp,Healthcare,West,669000,353368,121810,315632,38764,155058,335880,871344,1207224,72776,98711,171487,1035737,157639,-29015,46091,174715
06-03-2024,2024,Q1,March,Nova Ltd,Finance,North,850754,419072,129365,431682,60463,241854,402041,478867,880908,135605,153009,288614,592294,248329,-84854,31083,194558
06-05-2025,2025,Q2,May,Prime Pvt,IT,East,697515,378042,92031,319473,45488,181954,233938,801706,1035644,65980,228791,294771,740873,200622,-50729,-22437,127456
09-03-2025,2025,Q1,March,Vertex Ltd,Healthcare,South,187289,125471,22166,61818,7930,31722,203885,225328,429213,132878,164427,297305,131908,30286,-84360,57792,3718
23-12-2025,2025,Q4,December,Vertex Ltd,Finance,South,510520,245191,61141,265329,40837,163351,468244,889899,1358143,247874,63757,311631,1046512,157357,-62546,11129,105940
26-02-2024,2024,Q1,February,Nova Ltd,Healthcare,East,562612,269285,83653,293327,41934,167740,227935,868078,1096013,96586,224157,320743,775270,150976,-99552,-14882,36542
10-05-2024,2024,Q2,May,Vertex Ltd,Retail,North,257286,161035,30525,96251,13145,52581,461863,281933,743796,100555,75028,175583,568213,48718,-57278,79683,71123
07-07-2025,2025,Q3,July,Zenith Inc,Healthcare,West,111384,48948,16214,62436,9244,36978,105498,569563,675061,216482,63432,279914,395147,29531,-81986,36826,-15629
01-07-2025,2025,Q3,July,Nova Ltd,IT,West,176607,107730,34475,68877,6880,27522,249233,843257,1092490,205775,161935,367710,724780,18963,-58778,-5325,-45140
23-03-2025,2025,Q1,March,Prime Pvt,Finance,West,623710,288552,98255,335158,47380,189523,118375,342405,460780,140205,189909,330114,130666,194287,-29741,631,165177
19-01-2025,2025,Q1,January,Nova Ltd,Retail,South,994524,669667,140077,324857,36956,147824,390969,309774,700743,221462,247035,468497,232246,130952,-58218,29898,102632
16-11-2024,2024,Q4,November,Nova Ltd,Finance,West,493515,314005,92571,179510,17387,69552,305400,807597,1112997,202798,164128,366926,746071,62482,-26875,5509,41116
15-05-2025,2025,Q2,May,Nova Ltd,Healthcare,East,959369,409994,144656,549375,80943,323776,226964,380795,607759,167727,85326,253053,354706,335642,-10930,-34089,290623
11-04-2024,2024,Q2,April,Prime Pvt,Finance,North,953257,414184,134691,539073,80876,323506,144391,762385,906776,144091,164435,308526,598250,338887,-96756,-41117,201014
24-05-2024,2024,Q2,May,Zenith Inc,Retail,West,859467,508261,171448,351206,35951,143807,272044,516734,788778,111892,226215,338107,450671,140173,-10294,69245,199124
25-04-2024,2024,Q2,April,Vertex Ltd,Retail,East,613371,349465,82060,263906,36369,145477,172807,707636,880443,156061,210160,366221,514222,159319,-24192,75788,210915
05-11-2024,2024,Q4,November,Alpha Corp,Finance,South,508881,238027,96633,270854,34844,139377,127791,325574,453365,57325,94589,151914,301451,121989,-89626,27872,60235
10-03-2025,2025,Q1,March,Zenith Inc,Healthcare,South,474434,248817,57117,225617,33700,134800,297234,451373,748607,186654,263764,450418,298189,146021,-31215,41152,155958
27-06-2025,2025,Q2,June,Nova Ltd,IT,West,240479,96754,28029,143725,23139,92557,439429,407712,847141,146971,180462,327433,519708,75211,-81416,64168,57963
27-03-2024,2024,Q1,March,Alpha Corp,Healthcare,West,254650,130582,32682,124068,18277,73109,359756,876643,1236399,230970,212172,443142,793257,56663,-49723,28539,35479
24-10-2024,2024,Q4,October,Prime Pvt,IT,North,747119,306164,131418,440955,61907,247630,180135,275147,455282,165262,178174,343436,111846,243713,-75076,45352,213989
22-02-2025,2025,Q1,February,Vertex Ltd,Healthcare,West,761302,483745,142591,277557,26993,107973,490258,476526,966784,155798,79495,235293,731491,96904,-49599,20594,67899
22-02-2025,2025,Q1,February,Vertex Ltd,IT,West,155991,64970,28076,91021,12589,50356,442018,799902,1241920,75260,292744,368004,873916,61977,-22278,-4610,35089
03-02-2024,2024,Q1,February,Nova Ltd,Retail,South,169756,108712,32765,61044,5655,22624,377437,646676,1024113,97759,94541,192300,831813,39654,-11027,11047,39674
27-09-2024,2024,Q3,September,Prime Pvt,Retail,East,121100,78629,18498,42471,4794,19179,307622,656308,963930,152855,189860,342715,621215,28236,-57227,43013,14022
11-01-2024,2024,Q1,January,Zenith Inc,Healthcare,West,638752,261773,122920,376979,50811,203248,346312,555200,901512,215099,267774,482873,418639,207672,-44751,27408,190329
05-08-2024,2024,Q3,August,Alpha Corp,Finance,East,140682,61541,15869,79141,12654,50618,262482,839771,1102253,142330,198999,341329,760924,66536,-71627,34281,29190
10-10-2025,2025,Q4,October,Prime Pvt,Healthcare,East,972707,603119,184257,369588,37066,148265,339544,567909,907453,121540,102126,223666,683787,162638,-90795,44319,116162
14-06-2024,2024,Q2,June,Alpha Corp,Retail,East,575453,285258,88529,290195,40333,161333,264600,579554,844154,181027,239814,420841,423313,164316,-88847,-22902,52567
06-03-2024,2024,Q1,March,Vertex Ltd,Finance,West,406606,179131,42415,227475,37012,148048,327681,450764,778445,115411,103547,218958,559487,132610,-54473,4416,82553
05-05-2024,2024,Q2,May,Nova Ltd,Retail,South,500985,277150,66912,223835,31384,125539,298570,753578,1052148,157914,153337,311251,740897,144527,-75475,68734,137786
25-05-2025,2025,Q2,May,Prime Pvt,Healthcare,West,494059,277958,64265,216101,30367,121469,219750,647200,866950,159173,179148,338321,528629,138538,-54304,13190,97424
17-07-2025,2025,Q3,July,Zenith Inc,IT,South,213990,101699,26649,112291,17128,68514,148568,887476,1036044,137636,251551,389187,646857,71859,-69603,-28087,-25831
27-03-2025,2025,Q1,March,Nova Ltd,Finance,South,877235,557860,95411,319375,44792,179172,310750,776854,1087604,212930,107129,320059,767545,188081,-11140,66562,243503
23-06-2025,2025,Q2,June,Prime Pvt,Retail,South,271089,154910,53079,116179,12620,50480,233322,429623,662945,212293,120210,332503,330442,45481,-38544,36012,42949
16-02-2024,2024,Q1,February,Prime Pvt,Finance,East,371114,168249,48658,202865,30841,123366,118092,220470,338562,93288,68480,161768,176794,118503,-30323,52917,141097
29-09-2024,2024,Q3,September,Zenith Inc,IT,South,206631,143442,33811,63189,5875,23503,364213,700243,1064456,174733,197342,372075,692381,26027,-83883,62207,4351
29-04-2024,2024,Q2,April,Vertex Ltd,Retail,North,598978,258901,77739,340077,52467,209871,246696,412495,659191,66263,160255,226518,432673,225239,-38574,52617,239282
11-12-2024,2024,Q4,December,Nova Ltd,Retail,North,973025,454034,107752,518991,82247,328992,450993,261555,712548,66909,257113,324022,388526,323703,-67269,49815,306249
24-04-2024,2024,Q2,April,Alpha Corp,Healthcare,North,704325,419336,106943,284989,35609,142437,329221,215774,544995,112472,232103,344575,200420,157991,-65690,-21359,70942
22-03-2025,2025,Q1,March,Zenith Inc,IT,East,173238,77181,21924,96057,14826,59307,497994,614210,1112204,136175,255491,391666,720538,56812,-28527,7684,35969
22-06-2025,2025,Q2,June,Nova Ltd,IT,North,657723,299834,75509,357889,56476,225904,462654,781720,1244374,94885,78315,173200,1071174,235253,-66610,23126,191769
10-04-2024,2024,Q2,April,Prime Pvt,IT,South,552876,241035,102855,311841,41797,167189,380596,507819,888415,214560,170873,385433,502982,172710,-67564,11241,116387
21-12-2025,2025,Q4,December,Nova Ltd,IT,East,283610,173478,42494,110132,13527,54111,381454,323936,705390,158140,282797,440937,264453,57244,-63849,51539,44934
26-12-2024,2024,Q4,December,Vertex Ltd,Healthcare,South,230486,119143,23835,111343,17501,70007,204325,837837,1042162,129646,227329,356975,685187,61082,-65562,-16466,-20946
29-01-2024,2024,Q1,January,Alpha Corp,IT,North,931083,472430,93712,458653,72988,291953,309806,647758,957564,125855,229779,355634,601930,279962,-37378,-26903,215681
13-05-2024,2024,Q2,May,Prime Pvt,Retail,East,355039,167772,62967,187267,24860,99440,421592,674834,1096426,61530,119303,180833,915593,95539,-85614,6516,16441
27-08-2025,2025,Q3,August,Nova Ltd,Retail,East,284554,127649,44411,156905,22498,89996,352219,714762,1066981,76083,230011,306094,760887,76554,-42903,46710,80361
11-02-2025,2025,Q1,February,Zenith Inc,Retail,West,118024,75201,16108,42823,5343,21372,329786,227144,556930,190531,203088,393619,163311,36369,-76141,54749,14977
14-07-2024,2024,Q3,July,Alpha Corp,Healthcare,North,536115,239843,80874,296272,43079,172319,205836,346207,552043,143438,105312,248750,303293,159685,-78022,8448,90111
17-01-2025,2025,Q1,January,Nova Ltd,Finance,East,215852,150238,37290,65614,5664,22660,301632,245215,546847,139795,158567,298362,248485,24582,-21079,-43402,-39899
05-07-2025,2025,Q3,July,Nova Ltd,Healthcare,North,591989,408259,67446,183730,23256,93028,462356,343672,806028,195642,54631,250273,555755,73558,-90215,20411,3754
16-12-2025,2025,Q4,December,Prime Pvt,Retail,East,916949,458665,177132,458284,56230,224922,377839,610002,987841,236130,91125,327255,660586,228192,-78372,45476,195296
04-02-2025,2025,Q1,February,Vertex Ltd,IT,West,535656,298733,63402,236923,34704,138817,146031,362544,508575,166273,100600,266873,241702,123032,-73815,-10856,38361
15-12-2024,2024,Q4,December,Zenith Inc,Retail,West,368634,239922,61353,128712,13471,53888,281854,594498,876352,147927,198629,346556,529796,56607,-91921,-46067,-81381
21-03-2025,2025,Q1,March,Alpha Corp,Healthcare,North,880894,392696,168267,488198,63986,255945,226947,605648,832595,238675,139446,378121,454474,261983,-59180,77971,280774
10-12-2024,2024,Q4,December,Zenith Inc,Healthcare,North,833709,555138,111031,278571,33508,134032,230178,632074,862252,106869,230227,337096,525156,149692,-34649,61762,176805
09-12-2025,2025,Q4,December,Alpha Corp,Retail,East,503508,302380,50357,201128,30154,120617,486427,310582,797009,52258,214373,266631,530378,132634,-71037,-12464,49133
07-02-2025,2025,Q1,February,Alpha Corp,IT,South,472316,301807,70254,170509,20051,80204,265701,623810,889511,243421,126814,370235,519276,81974,-11229,26107,96852
06-09-2025,2025,Q3,September,Zenith Inc,Finance,West,620304,253761,101061,366543,53096,212386,133500,538412,671912,150261,130498,280759,391153,217441,-92753,-11814,112874
29-07-2025,2025,Q3,July,Zenith Inc,Finance,North,388896,185921,43498,202975,31895,127582,368756,800302,1169058,64525,92450,156975,1012083,110282,-71331,-37658,1293
03-10-2024,2024,Q4,October,Zenith Inc,IT,North,185936,94767,19162,91169,14401,57606,233319,245727,479046,190445,100627,291072,187974,48337,-46442,75352,77247
12-07-2025,2025,Q3,July,Nova Ltd,IT,North,124498,79641,18947,44857,5182,20728,309490,700647,1010137,66854,219378,286232,723905,2979,-49719,-29723,-76463
06-07-2024,2024,Q3,July,Prime Pvt,Retail,South,156327,106866,23941,49461,5104,20416,484066,222582,706648,62218,94090,156308,550340,19342,-82354,28815,-34197
23-11-2025,2025,Q4,November,Zenith Inc,IT,East,634425,263464,99332,370961,54325,217304,408611,671705,1080316,199772,273263,473035,607281,231602,-33742,-2906,194954
16-12-2024,2024,Q4,December,Alpha Corp,Finance,West,763229,415725,101375,347504,49225,196904,149023,876748,1025771,142782,193195,335977,689794,203179,-43830,68390,227739
27-02-2024,2024,Q1,February,Prime Pvt,Finance,South,498078,199461,63669,298617,46989,187959,355639,588229,943868,144191,201997,346188,597680,207884,-12863,-36138,158883
30-08-2024,2024,Q3,August,Prime Pvt,IT,North,571265,235005,112233,336260,44805,179222,325770,216336,542106,126770,167890,294660,247446,190549,-18555,-933,171061
